"","Biomass","Geothermal","Hydro","Photovoltaic","Wind","date"
"1444",1.885,0.546666666666667,5.47625,1.75833333333333,4.64833333333333,2019-12-14
"1445",1.63583333333333,0.607916666666667,4.70416666666667,1.13083333333333,2.7975,2019-12-15
"1446",2.4475,0.612083333333333,6.65916666666667,0.918333333333333,2.32916666666667,2019-12-16
"1447",2.62083333333333,0.62,5.9125,0.786666666666667,3.13875,2019-12-17
"1448",2.45708333333333,0.62,6.2575,0.505416666666667,3.30666666666667,2019-12-18
"1449",2.21625,0.6025,7.28291666666667,0.372083333333333,2.98416666666667,2019-12-19
"1450",1.85666666666667,0.63375,7.64541666666667,0.76,4.00916666666667,2019-12-20
"1451",1.42333333333333,0.671666666666667,6.39208333333333,0.58875,5.84291666666667,2019-12-21
"1452",1.38458333333333,0.669583333333333,6.30833333333333,1.00791666666667,5.515,2019-12-22
"1453",1.45541666666667,0.670416666666667,6.98708333333333,1.47083333333333,4.00583333333333,2019-12-23
"1454",1.36875,0.655833333333333,6.72625,1.61083333333333,3.01416666666667,2019-12-24
"1455",1.44166666666667,0.66,5.96291666666667,1.89291666666667,2.48625,2019-12-25
"1456",1.54833333333333,0.668333333333333,5.98041666666667,1.79583333333333,2.15708333333333,2019-12-26
"1457",1.77958333333333,0.6575,6.50791666666667,1.29791666666667,0.77375,2019-12-27
"1458",1.4925,0.669583333333333,5.69041666666667,1.47875,4.655,2019-12-28
"1459",1.63125,0.67,5.30333333333333,1.25291666666667,5.02,2019-12-29
"1460",1.67375,0.664583333333333,6.05166666666667,1.40041666666667,4.72458333333333,2019-12-30
"1461",1.55958333333333,0.66375,6.20333333333333,1.84458333333333,2.15916666666667,2019-12-31
"1462",1.29416666666667,0.66,4.00666666666667,1.91208333333333,3.50791666666667,2020-01-01
"1463",1.74541666666667,0.652916666666667,4.97875,1.91666666666667,2.615,2020-01-02
"1464",1.81458333333333,0.65375,4.92333333333333,1.50166666666667,1.37083333333333,2020-01-03
"1465",1.6725,0.669166666666667,4.245,1.42791666666667,2.26791666666667,2020-01-04
"1466",1.53416666666667,0.669583333333333,3.90791666666667,1.8925,4.85666666666667,2020-01-05
"1467",1.54458333333333,0.6575,4.82708333333333,1.8575,4.35666666666667,2020-01-06
"1468",2.31625,0.665833333333333,5.76958333333333,1.33875,2.54583333333333,2020-01-07
"1469",2.21166666666667,0.655,5.15875,1.475,2.43583333333333,2020-01-08
"1470",2.26708333333333,0.664166666666667,6.00041666666667,1.80375,0.775833333333333,2020-01-09
"1471",2.35125,0.666666666666667,5.73291666666667,1.74291666666667,0.812083333333333,2020-01-10
"1472",1.95416666666667,0.669583333333333,3.92208333333333,1.76791666666667,1.57541666666667,2020-01-11
"1473",1.73375,0.6675,3.98541666666667,1.76833333333333,1.67875,2020-01-12
"1474",2.07583333333333,0.66625,5.7175,1.53083333333333,0.465416666666667,2020-01-13
"1475",2.21791666666667,0.630416666666667,5.60041666666667,1.27041666666667,0.328333333333333,2020-01-14
"1476",2.3125,0.626666666666667,5.3025,1.55208333333333,0.304583333333333,2020-01-15
"1477",2.34041666666667,0.66125,4.80625,1.69333333333333,1.76333333333333,2020-01-16
"1478",2.30875,0.66625,4.87625,1.89791666666667,1.42791666666667,2020-01-17
"1479",2.04625,0.663333333333333,4.4325,1.025,2.95708333333333,2020-01-18
"1480",1.8675,0.67,3.04541666666667,1.54291666666667,2.45333333333333,2020-01-19
"1481",2.34625,0.655833333333333,4.25,1.41875,4.21875,2020-01-20
"1482",2.42041666666667,0.650416666666667,4.77666666666667,1.76916666666667,3.15166666666667,2020-01-21
"1483",2.415,0.65375,5.37125,2.08958333333333,1.36625,2020-01-22
"1484",2.50416666666667,0.649166666666667,5.27541666666667,2.08375,1.39208333333333,2020-01-23
"1485",2.25958333333333,0.65375,5.11041666666667,1.50125,1.73458333333333,2020-01-24
"1486",1.87083333333333,0.650833333333333,3.70833333333333,1.02333333333333,1.685,2020-01-25
"1487",1.71125,0.659166666666667,3.27375,1.10958333333333,0.7525,2020-01-26
"1488",2.10291666666667,0.66,4.69041666666667,2.0175,2.05,2020-01-27
"1489",2.25541666666667,0.66,4.33833333333333,1.16583333333333,5.67208333333333,2020-01-28
"1490",2.3175,0.66,4.36041666666667,2.1425,5.05041666666667,2020-01-29
"1491",2.18875,0.655,4.185,2.27625,1.93291666666667,2020-01-30
"1492",2.31333333333333,0.657083333333333,4.14708333333333,1.39458333333333,2.71333333333333,2020-01-31
"1493",1.85791666666667,0.66,3.22166666666667,1.1525,1.515,2020-02-01
"1494",1.63375,0.66,3.05333333333333,1.48375,3.15541666666667,2020-02-02
"1495",2.37208333333333,0.657083333333333,3.74625,1.56041666666667,4.09541666666667,2020-02-03
"1496",2.36458333333333,0.662916666666667,4.71916666666667,2.04125,5.95916666666667,2020-02-04
"1497",2.18375,0.677083333333333,4.56625,2.51583333333333,6.34,2020-02-05
"1498",2.37458333333333,0.679583333333333,4.56,2.70166666666667,5.56666666666667,2020-02-06
"1499",2.4125,0.667916666666667,5.04625,3.01583333333333,2.17666666666667,2020-02-07
"1500",1.95625,0.664583333333333,3.51375,2.73416666666667,0.440416666666667,2020-02-08
"1501",1.60833333333333,0.663333333333333,3.02583333333333,2.21625,1.66333333333333,2020-02-09
"1502",2.03291666666667,0.645833333333333,4.28083333333333,1.44708333333333,5.42916666666667,2020-02-10
"1503",2.04708333333333,0.647083333333333,4.18708333333333,2.62,5.6825,2020-02-11
"1504",2.09041666666667,0.66125,3.96625,2.88083333333333,2.89666666666667,2020-02-12
